* info from hepdata:                     
*REACtion       = muon Pb --> muon X
*Plab           = 200 GeV                                   
*Experiment  = CHORUS-2006                   
*REFerence      = Phys.Lett. B632 (2006) 65-75
*Additional info: Measurement of nucleon structure functions in neutrino scattering.
*
*
*
&Data
	 Name = 'CHORUS nu Pb DIS'

	 Reaction = 'neutrino+p CC'

         NDATA = 405
         
         NColumn = 17
	 ColumnType = 2*'Dummy','Bin','Bin','Bin',7*'Dummy','Sigma',4*'Error'
	 ColumnName = 'sqrt(S)','E','x', 'Q2','y','ignore','ignore','ignore','ignore','ignore','ignore','ignore','reduced x-section','stat','ignore','uncor','ignore'
	 
	 Percent = 4*False
 
         NInfo 	  = 7
         DataInfo =  -1.0, 0.,        0.,	208, 82.0, 0.0, 0.0       
	 CInfo 	  = 'e charge',	'reduced', 'e polarity', 'A1', 'Z1', 'ratio', 'pernucleus'
	 IndexDataset = 401
&End
&PlotDesc
   PlotN = 10 
   PlotDefColumn = 'x'
   PlotVarColumn = 'Q2'
   PlotDefValue = 0.045, 0.08, 0.125, 0.175, 0.225, 0.275, 0.35, 0.45, 0.55, 0.65
   PlotOptions(1)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 0.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(2)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.25  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(3)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 1.75  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(4)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 2.5  @Ymin:0.1@Ymax:200.@Xlog@Ylog'
   PlotOptions(5)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 3.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(6)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 4.5 @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(7)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 5.5  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(8)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 7  @Ymin:0.05@Ymax:200.@Xlog@Ylog'
   PlotOptions(9)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 9 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
   PlotOptions(10)  = 'Experiment:CHORUS p->muon@ExtraLabel:#cm energy \sqrt{s} =  21.677 GeV @XTitle: x @YTitle: F_{2}(x, Q^{2}) @Title:Q^{2} = 11.5 @Ymin:0.01@Ymax:200.@Xlog@Ylog'
&End
*sqrt(S) in GeV	E (GeV)	x	Q2 (GeV^2)	Y	Ylow	Yhigh	y ((1/E(P=1))*D(SIG)/DX/DY IN FB/GEV)	dy+	dy-	dy+	dy-	sigma in PB, multiplied with E	dy+ (calc)	dy- (calc)	dy+ (calc)	dy- (calc)
10.201	55	0.35	10.926	0.3	0.3	0.3	11.765	0.378	-0.378	0.594	-0.594	0.647	0.021	-0.021	0.033	-0.033
10.201	55	0.175	10.926	0.6	0.6	0.6	17.494	0.597	-0.597	0.756	-0.756	0.962	0.033	-0.033	0.042	-0.042
11.498	70	0.275	10.907	0.3	0.3	0.3	15.012	0.510	-0.510	0.673	-0.673	1.051	0.036	-0.036	0.047	-0.047
14.396	110	0.175	10.880	0.3	0.3	0.3	18.551	0.725	-0.725	0.961	-0.961	2.041	0.080	-0.080	0.106	-0.106
13.028	90	0.08	10.863	0.8	0.8	0.8	17.086	0.590	-0.590	1.261	-1.261	1.538	0.053	-0.053	0.113	-0.113
6.912	25	0.45	10.750	0.5	0.5	0.5	7.532	0.155	-0.155	0.444	-0.444	0.188	0.004	-0.004	0.011	-0.011
13.028	90	0.125	10.608	0.5	0.5	0.5	18.258	0.580	-0.580	0.706	-0.706	1.643	0.052	-0.052	0.064	-0.064
8.157	35	0.225	10.480	0.7	0.7	0.7	15.771	0.366	-0.366	0.831	-0.831	0.552	0.013	-0.013	0.029	-0.029
9.236	45	0.175	10.450	0.7	0.7	0.7	16.513	0.463	-0.463	0.972	-0.972	0.743	0.021	-0.021	0.044	-0.044
10.201	55	0.125	10.406	0.8	0.8	0.8	17.113	0.557	-0.557	1.229	-1.229	0.941	0.031	-0.031	0.068	-0.068
14.396	110	0.125	10.362	0.4	0.4	0.4	19.862	0.737	-0.737	0.571	-0.571	2.185	0.081	-0.081	0.063	-0.063
17.883	170	0.08	10.234	0.4	0.4	0.4	22.101	0.954	-0.954	1.666	-1.666	3.757	0.162	-0.162	0.283	-0.283
6.912	25	0.35	10.033	0.6	0.6	0.6	11.374	0.189	-0.189	0.285	-0.285	0.284	0.005	-0.005	0.007	-0.007
14.396	110	0.08	9.948	0.6	0.6	0.6	19.008	0.775	-0.775	1.179	-1.179	2.091	0.085	-0.085	0.130	-0.130
11.498	70	0.125	9.915	0.6	0.6	0.6	19.772	0.520	-0.520	0.886	-0.886	1.384	0.036	-0.036	0.062	-0.062
15.645	130	0.08	9.791	0.5	0.5	0.5	20.781	1.022	-1.022	1.530	-1.530	2.702	0.133	-0.133	0.199	-0.199
9.236	45	0.225	9.597	0.5	0.5	0.5	16.372	0.488	-0.488	0.430	-0.430	0.737	0.022	-0.022	0.019	-0.019
13.028	90	0.08	9.505	0.7	0.7	0.7	18.462	0.628	-0.628	0.981	-0.981	1.662	0.057	-0.057	0.088	-0.088
9.236	45	0.275	9.383	0.4	0.4	0.4	15.133	0.487	-0.487	0.448	-0.448	0.681	0.022	-0.022	0.020	-0.020
10.201	55	0.225	9.365	0.4	0.4	0.4	15.994	0.601	-0.601	0.400	-0.400	0.880	0.033	-0.033	0.022	-0.022
13.028	90	0.275	9.335	0.2	0.2	0.2	14.275	0.577	-0.577	0.734	-0.734	1.285	0.052	-0.052	0.066	-0.066
14.396	110	0.225	9.326	0.2	0.2	0.2	15.514	0.695	-0.695	0.870	-0.870	1.707	0.076	-0.076	0.096	-0.096
8.157	35	0.35	9.315	0.4	0.4	0.4	11.482	0.236	-0.236	0.417	-0.417	0.402	0.008	-0.008	0.015	-0.015
11.498	70	0.35	9.254	0.2	0.2	0.2	11.166	0.314	-0.314	0.690	-0.690	0.782	0.022	-0.022	0.048	-0.048
11.498	70	0.175	9.254	0.4	0.4	0.4	19.081	0.541	-0.541	0.526	-0.526	1.336	0.038	-0.038	0.037	-0.037
6.912	25	0.275	9.197	0.7	0.7	0.7	14.271	0.300	-0.300	0.407	-0.407	0.357	0.008	-0.008	0.010	-0.010
15.645	130	0.125	9.179	0.3	0.3	0.3	20.384	0.924	-0.924	0.807	-0.807	2.650	0.120	-0.120	0.105	-0.105
8.157	35	0.275	9.149	0.5	0.5	0.5	14.924	0.377	-0.377	0.377	-0.377	0.522	0.013	-0.013	0.013	-0.013
10.201	55	0.175	9.105	0.5	0.5	0.5	17.688	0.605	-0.605	0.439	-0.439	0.973	0.033	-0.033	0.024	-0.024
10.201	55	0.125	9.105	0.7	0.7	0.7	18.547	0.595	-0.595	1.103	-1.103	1.020	0.033	-0.033	0.061	-0.061
8.157	35	0.225	8.982	0.6	0.6	0.6	16.822	0.385	-0.385	0.576	-0.576	0.589	0.013	-0.013	0.020	-0.020
9.236	45	0.35	8.957	0.3	0.3	0.3	12.069	0.311	-0.311	0.579	-0.579	0.543	0.014	-0.014	0.026	-0.026
9.236	45	0.175	8.957	0.6	0.6	0.6	17.459	0.486	-0.486	0.751	-0.751	0.786	0.022	-0.022	0.034	-0.034
11.498	70	0.225	8.924	0.3	0.3	0.3	16.495	0.520	-0.520	0.378	-0.378	1.155	0.036	-0.036	0.026	-0.026
13.028	90	0.175	8.911	0.3	0.3	0.3	18.449	0.626	-0.626	0.490	-0.490	1.660	0.056	-0.056	0.044	-0.044
17.883	170	0.275	8.795	0.1	0.1	0.1	14.714	0.707	-0.707	0.909	-0.909	2.501	0.120	-0.120	0.155	-0.155
10.201	55	0.275	8.585	0.3	0.3	0.3	14.796	0.600	-0.600	0.550	-0.550	0.814	0.033	-0.033	0.030	-0.030
15.645	130	0.35	8.567	0.1	0.1	0.1	12.162	0.544	-0.544	0.918	-0.918	1.581	0.071	-0.071	0.119	-0.119
15.645	130	0.175	8.567	0.2	0.2	0.2	21.246	1.005	-1.005	0.610	-0.610	2.762	0.131	-0.131	0.079	-0.079
9.236	45	0.125	8.530	0.8	0.8	0.8	17.412	0.470	-0.470	1.505	-1.505	0.784	0.021	-0.021	0.068	-0.068
13.028	90	0.125	8.486	0.4	0.4	0.4	19.956	0.626	-0.626	0.569	-0.569	1.796	0.056	-0.056	0.051	-0.051
11.498	70	0.08	8.461	0.8	0.8	0.8	16.883	0.511	-0.511	1.255	-1.255	1.182	0.036	-0.036	0.088	-0.088
6.912	25	0.35	8.361	0.5	0.5	0.5	11.634	0.190	-0.190	0.340	-0.340	0.291	0.005	-0.005	0.009	-0.009
14.396	110	0.08	8.290	0.5	0.5	0.5	20.471	0.808	-0.808	0.977	-0.977	2.252	0.089	-0.089	0.107	-0.107
11.498	70	0.125	8.263	0.5	0.5	0.5	18.421	0.507	-0.507	0.762	-0.762	1.289	0.035	-0.035	0.053	-0.053
8.157	35	0.175	8.151	0.7	0.7	0.7	17.382	0.381	-0.381	0.950	-0.950	0.608	0.013	-0.013	0.033	-0.033
13.028	90	0.08	8.147	0.6	0.6	0.6	20.083	0.663	-0.663	1.126	-1.126	1.807	0.060	-0.060	0.101	-0.101
17.883	170	0.125	7.995	0.2	0.2	0.2	22.681	0.884	-0.884	0.532	-0.532	3.856	0.150	-0.150	0.090	-0.090
6.912	25	0.275	7.883	0.6	0.6	0.6	14.765	0.302	-0.302	0.426	-0.426	0.369	0.008	-0.008	0.011	-0.011
15.645	130	0.08	7.833	0.4	0.4	0.4	19.620	0.995	-0.995	1.091	-1.091	2.551	0.129	-0.129	0.142	-0.142
10.201	55	0.125	7.805	0.6	0.6	0.6	18.521	0.597	-0.597	0.998	-0.998	1.019	0.033	-0.033	0.055	-0.055
14.396	110	0.125	7.772	0.3	0.3	0.3	19.782	0.745	-0.745	0.606	-0.606	2.176	0.082	-0.082	0.067	-0.067
9.236	45	0.225	7.677	0.4	0.4	0.4	16.565	0.502	-0.502	0.392	-0.392	0.745	0.023	-0.023	0.018	-0.018
17.883	170	0.08	7.675	0.3	0.3	0.3	23.593	0.981	-0.981	1.016	-1.016	4.011	0.167	-0.167	0.173	-0.173
13.028	90	0.225	7.638	0.2	0.2	0.2	17.317	0.632	-0.632	0.571	-0.571	1.559	0.057	-0.057	0.051	-0.051
6.912	25	0.225	7.525	0.7	0.7	0.7	15.439	0.307	-0.307	0.690	-0.690	0.386	0.008	-0.008	0.017	-0.017
8.157	35	0.225	7.485	0.5	0.5	0.5	16.374	0.385	-0.385	0.517	-0.517	0.573	0.013	-0.013	0.018	-0.018
9.236	45	0.175	7.464	0.5	0.5	0.5	18.170	0.510	-0.510	0.594	-0.594	0.818	0.023	-0.023	0.027	-0.027
9.236	45	0.125	7.464	0.7	0.7	0.7	17.746	0.473	-0.473	1.035	-1.035	0.799	0.021	-0.021	0.047	-0.047
11.498	70	0.08	7.403	0.7	0.7	0.7	18.814	0.545	-0.545	1.139	-1.139	1.317	0.038	-0.038	0.080	-0.080
8.157	35	0.275	7.319	0.4	0.4	0.4	14.235	0.368	-0.368	0.353	-0.353	0.498	0.013	-0.013	0.012	-0.012
10.201	55	0.35	7.284	0.2	0.2	0.2	11.008	0.358	-0.358	0.631	-0.631	0.605	0.020	-0.020	0.035	-0.035
10.201	55	0.175	7.284	0.4	0.4	0.4	18.716	0.640	-0.640	0.684	-0.684	1.029	0.035	-0.035	0.038	-0.038
11.498	70	0.275	7.271	0.2	0.2	0.2	14.496	0.496	-0.496	0.617	-0.617	1.015	0.035	-0.035	0.043	-0.043
14.396	110	0.35	7.254	0.1	0.1	0.1	11.230	0.423	-0.423	1.034	-1.034	1.235	0.047	-0.047	0.114	-0.114
14.396	110	0.175	7.254	0.2	0.2	0.2	18.741	0.755	-0.755	0.828	-0.828	2.062	0.083	-0.083	0.091	-0.091
17.883	170	0.225	7.196	0.1	0.1	0.1	17.036	0.777	-0.777	0.752	-0.752	2.896	0.132	-0.132	0.128	-0.128
9.236	45	0.275	7.038	0.3	0.3	0.3	16.099	0.511	-0.511	0.603	-0.603	0.724	0.023	-0.023	0.027	-0.027
10.201	55	0.225	7.024	0.3	0.3	0.3	16.161	0.609	-0.609	0.388	-0.388	0.889	0.033	-0.033	0.021	-0.021
8.157	35	0.35	6.986	0.3	0.3	0.3	11.505	0.233	-0.233	0.447	-0.447	0.403	0.008	-0.008	0.016	-0.016
8.157	35	0.175	6.986	0.6	0.6	0.6	17.316	0.386	-0.386	0.805	-0.805	0.606	0.014	-0.014	0.028	-0.028
11.498	70	0.175	6.941	0.3	0.3	0.3	17.929	0.530	-0.530	0.503	-0.503	1.255	0.037	-0.037	0.035	-0.035
13.028	90	0.08	6.789	0.5	0.5	0.5	20.048	0.673	-0.673	0.971	-0.971	1.804	0.061	-0.061	0.087	-0.087
15.645	130	0.275	6.731	0.1	0.1	0.1	15.229	0.865	-0.865	1.048	-1.048	1.980	0.112	-0.112	0.136	-0.136
6.912	25	0.35	6.689	0.4	0.4	0.4	11.929	0.192	-0.192	0.428	-0.428	0.298	0.005	-0.005	0.011	-0.011
10.201	55	0.08	6.660	0.8	0.8	0.8	17.278	0.619	-0.619	1.341	-1.341	0.950	0.034	-0.034	0.074	-0.074
14.396	110	0.08	6.632	0.4	0.4	0.4	21.154	0.840	-0.840	1.004	-1.004	2.327	0.092	-0.092	0.110	-0.110
11.498	70	0.125	6.610	0.4	0.4	0.4	19.613	0.536	-0.536	0.627	-0.627	1.373	0.038	-0.038	0.044	-0.044
15.645	130	0.045	6.609	0.6	0.6	0.6	17.877	1.061	-1.061	1.446	-1.446	2.324	0.138	-0.138	0.188	-0.188
6.912	25	0.275	6.569	0.5	0.5	0.5	14.900	0.301	-0.301	0.402	-0.402	0.373	0.008	-0.008	0.010	-0.010
14.396	110	0.045	6.528	0.7	0.7	0.7	16.530	0.811	-0.811	1.243	-1.243	1.818	0.089	-0.089	0.137	-0.137
10.201	55	0.125	6.504	0.5	0.5	0.5	18.525	0.606	-0.606	0.716	-0.716	1.019	0.033	-0.033	0.039	-0.039
6.912	25	0.225	6.450	0.6	0.6	0.6	16.708	0.318	-0.318	0.688	-0.688	0.418	0.008	-0.008	0.017	-0.017
9.236	45	0.125	6.398	0.6	0.6	0.6	17.640	0.478	-0.478	1.053	-1.053	0.794	0.022	-0.022	0.047	-0.047
13.028	90	0.125	6.365	0.3	0.3	0.3	19.199	0.621	-0.621	0.736	-0.736	1.728	0.056	-0.056	0.066	-0.066
11.498	70	0.08	6.346	0.6	0.6	0.6	18.882	0.554	-0.554	1.039	-1.039	1.322	0.039	-0.039	0.073	-0.073
15.645	130	0.125	6.119	0.2	0.2	0.2	20.706	0.967	-0.967	0.652	-0.652	2.692	0.126	-0.126	0.085	-0.085
13.028	90	0.045	6.110	0.8	0.8	0.8	15.504	0.643	-0.643	0.992	-0.992	1.395	0.058	-0.058	0.089	-0.089
8.157	35	0.225	5.988	0.4	0.4	0.4	15.978	0.382	-0.382	0.457	-0.457	0.559	0.013	-0.013	0.016	-0.016
9.236	45	0.175	5.971	0.4	0.4	0.4	18.600	0.528	-0.528	0.494	-0.494	0.837	0.024	-0.024	0.022	-0.022
11.498	70	0.225	5.949	0.2	0.2	0.2	15.696	0.506	-0.506	0.378	-0.378	1.099	0.035	-0.035	0.026	-0.026
13.028	90	0.175	5.941	0.2	0.2	0.2	19.277	0.656	-0.656	0.491	-0.491	1.735	0.059	-0.059	0.044	-0.044
15.645	130	0.08	5.874	0.3	0.3	0.3	20.861	1.025	-1.025	0.915	-0.915	2.712	0.133	-0.133	0.119	-0.119
6.912	25	0.175	5.853	0.7	0.7	0.7	16.750	0.316	-0.316	0.883	-0.883	0.419	0.008	-0.008	0.022	-0.022
10.201	55	0.08	5.827	0.7	0.7	0.7	18.741	0.656	-0.656	1.461	-1.461	1.031	0.036	-0.036	0.080	-0.080
8.157	35	0.175	5.822	0.5	0.5	0.5	17.841	0.395	-0.395	0.649	-0.649	0.624	0.014	-0.014	0.023	-0.023
8.157	35	0.125	5.822	0.7	0.7	0.7	16.965	0.371	-0.371	1.121	-1.121	0.594	0.013	-0.013	0.039	-0.039
9.236	45	0.225	5.758	0.3	0.3	0.3	15.788	0.491	-0.491	0.446	-0.446	0.710	0.022	-0.022	0.020	-0.020
17.883	170	0.045	5.756	0.4	0.4	0.4	22.021	1.075	-1.075	1.684	-1.684	3.744	0.183	-0.183	0.286	-0.286
10.201	55	0.275	5.723	0.2	0.2	0.2	14.995	0.595	-0.595	0.545	-0.545	0.825	0.033	-0.033	0.030	-0.030
14.396	110	0.275	5.699	0.1	0.1	0.1	14.383	0.676	-0.676	0.784	-0.784	1.582	0.074	-0.074	0.086	-0.086
17.883	170	0.175	5.597	0.1	0.1	0.1	20.878	0.862	-0.862	0.889	-0.889	3.549	0.147	-0.147	0.151	-0.151
14.396	110	0.045	5.596	0.6	0.6	0.6	19.745	0.913	-0.913	1.543	-1.543	2.172	0.100	-0.100	0.170	-0.170
15.645	130	0.225	5.507	0.1	0.1	0.1	16.778	0.908	-0.908	0.667	-0.667	2.181	0.118	-0.118	0.087	-0.087
15.645	130	0.045	5.507	0.5	0.5	0.5	18.861	1.119	-1.119	1.359	-1.359	2.452	0.145	-0.145	0.177	-0.177
8.157	35	0.275	5.489	0.3	0.3	0.3	14.825	0.373	-0.373	0.408	-0.408	0.519	0.013	-0.013	0.014	-0.014
10.201	55	0.175	5.463	0.3	0.3	0.3	18.287	0.641	-0.641	0.602	-0.602	1.006	0.035	-0.035	0.033	-0.033
9.236	45	0.08	5.459	0.8	0.8	0.8	17.297	0.524	-0.524	1.504	-1.504	0.778	0.024	-0.024	0.068	-0.068
13.028	90	0.08	5.431	0.4	0.4	0.4	20.748	0.698	-0.698	0.939	-0.939	1.867	0.063	-0.063	0.085	-0.085
6.912	25	0.225	5.375	0.5	0.5	0.5	16.435	0.312	-0.312	0.598	-0.598	0.411	0.008	-0.008	0.015	-0.015
13.028	90	0.045	5.346	0.7	0.7	0.7	18.280	0.707	-0.707	1.246	-1.246	1.645	0.064	-0.064	0.112	-0.112
9.236	45	0.125	5.331	0.5	0.5	0.5	18.758	0.510	-0.510	0.757	-0.757	0.844	0.023	-0.023	0.034	-0.034
11.498	70	0.08	5.288	0.5	0.5	0.5	19.115	0.569	-0.569	0.994	-0.994	1.338	0.040	-0.040	0.070	-0.070
6.912	25	0.275	5.255	0.4	0.4	0.4	14.798	0.298	-0.298	0.370	-0.370	0.370	0.007	-0.007	0.009	-0.009
10.201	55	0.125	5.203	0.4	0.4	0.4	19.538	0.638	-0.638	0.776	-0.776	1.075	0.035	-0.035	0.043	-0.043
14.396	110	0.125	5.181	0.2	0.2	0.2	20.153	0.772	-0.772	0.905	-0.905	2.217	0.085	-0.085	0.100	-0.100
17.883	170	0.08	5.117	0.2	0.2	0.2	23.501	0.993	-0.993	0.992	-0.992	3.995	0.169	-0.169	0.169	-0.169
6.912	25	0.175	5.016	0.6	0.6	0.6	17.481	0.321	-0.321	0.817	-0.817	0.437	0.008	-0.008	0.020	-0.020
10.201	55	0.08	4.995	0.6	0.6	0.6	19.740	0.685	-0.685	1.058	-1.058	1.086	0.038	-0.038	0.058	-0.058
8.157	35	0.125	4.990	0.6	0.6	0.6	18.693	0.396	-0.396	0.973	-0.973	0.654	0.014	-0.014	0.034	-0.034
14.396	110	0.08	4.974	0.3	0.3	0.3	20.849	0.843	-0.843	0.754	-0.754	2.293	0.093	-0.093	0.083	-0.083
11.498	70	0.125	4.958	0.3	0.3	0.3	19.852	0.551	-0.551	0.667	-0.667	1.390	0.039	-0.039	0.047	-0.047
9.236	45	0.08	4.777	0.7	0.7	0.7	17.460	0.519	-0.519	1.136	-1.136	0.786	0.023	-0.023	0.051	-0.051
11.498	70	0.045	4.759	0.8	0.8	0.8	14.664	0.535	-0.535	1.090	-1.090	1.026	0.037	-0.037	0.076	-0.076
9.236	45	0.275	4.692	0.2	0.2	0.2	14.817	0.469	-0.469	0.513	-0.513	0.667	0.021	-0.021	0.023	-0.023
10.201	55	0.225	4.683	0.2	0.2	0.2	16.742	0.613	-0.613	0.603	-0.603	0.921	0.034	-0.034	0.033	-0.033
13.028	90	0.275	4.668	0.1	0.1	0.1	14.456	0.571	-0.571	0.565	-0.565	1.301	0.051	-0.051	0.051	-0.051
14.396	110	0.225	4.663	0.1	0.1	0.1	17.096	0.736	-0.736	0.678	-0.678	1.881	0.081	-0.081	0.075	-0.075
14.396	110	0.045	4.663	0.5	0.5	0.5	16.288	0.797	-0.797	0.958	-0.958	1.792	0.088	-0.088	0.105	-0.105
8.157	35	0.175	4.658	0.4	0.4	0.4	17.900	0.399	-0.399	0.618	-0.618	0.627	0.014	-0.014	0.022	-0.022
11.498	70	0.175	4.627	0.2	0.2	0.2	17.245	0.525	-0.525	0.486	-0.486	1.207	0.037	-0.037	0.034	-0.034
13.028	90	0.045	4.583	0.6	0.6	0.6	17.181	0.692	-0.692	1.023	-1.023	1.546	0.062	-0.062	0.092	-0.092
8.157	35	0.225	4.491	0.3	0.3	0.3	16.671	0.390	-0.390	0.426	-0.426	0.583	0.014	-0.014	0.015	-0.015
9.236	45	0.175	4.478	0.3	0.3	0.3	18.628	0.529	-0.529	0.438	-0.438	0.838	0.024	-0.024	0.020	-0.020
15.645	130	0.045	4.406	0.4	0.4	0.4	20.260	1.146	-1.146	1.276	-1.276	2.634	0.149	-0.149	0.166	-0.166
17.883	170	0.045	4.317	0.3	0.3	0.3	23.119	1.122	-1.122	1.337	-1.337	3.930	0.191	-0.191	0.227	-0.227
6.912	25	0.225	4.300	0.4	0.4	0.4	16.442	0.308	-0.308	0.593	-0.593	0.411	0.008	-0.008	0.015	-0.015
15.645	130	0.175	4.283	0.1	0.1	0.1	20.234	0.992	-0.992	0.882	-0.882	2.630	0.129	-0.129	0.115	-0.115
9.236	45	0.125	4.265	0.4	0.4	0.4	18.468	0.516	-0.516	0.684	-0.684	0.831	0.023	-0.023	0.031	-0.031
13.028	90	0.125	4.243	0.2	0.2	0.2	20.827	0.669	-0.669	0.596	-0.596	1.874	0.060	-0.060	0.054	-0.054
11.498	70	0.08	4.231	0.4	0.4	0.4	20.756	0.605	-0.605	0.965	-0.965	1.453	0.042	-0.042	0.068	-0.068
6.912	25	0.175	4.180	0.5	0.5	0.5	17.397	0.315	-0.315	0.817	-0.817	0.435	0.008	-0.008	0.020	-0.020
6.912	25	0.125	4.180	0.7	0.7	0.7	17.601	0.321	-0.321	0.985	-0.985	0.440	0.008	-0.008	0.025	-0.025
11.498	70	0.045	4.164	0.7	0.7	0.7	15.048	0.545	-0.545	0.951	-0.951	1.053	0.038	-0.038	0.067	-0.067
10.201	55	0.08	4.162	0.5	0.5	0.5	18.726	0.673	-0.673	0.998	-0.998	1.030	0.037	-0.037	0.055	-0.055
8.157	35	0.125	4.159	0.5	0.5	0.5	18.561	0.398	-0.398	0.962	-0.962	0.650	0.014	-0.014	0.034	-0.034
9.236	45	0.08	4.095	0.6	0.6	0.6	18.269	0.539	-0.539	1.079	-1.079	0.822	0.024	-0.024	0.049	-0.049
13.028	90	0.08	4.073	0.3	0.3	0.3	20.231	0.702	-0.702	0.777	-0.777	1.821	0.063	-0.063	0.070	-0.070
